game_order,event,site,Year,round,white,black,result,white_elo,black_elo,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,Index,White Player's Full Name,White Player's Country,Black player's Nationality.Country,Black player's Nationality.Short name
15,"World Championship 7th","USA",1907,15,"Marshall, Frank James","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Marshall, Frank James",,0,"D53",2823,"Marshall, Frank","United States","Germany","Lasker, Emanuel"
1,"World Championship 8th","Germany",1908,1,"Lasker, Emanuel","Tarrasch, Siegbert","1-0",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C68",2793,"Lasker, Emanuel","Germany","Germany","Tarrasch, Siegbert"
2,"World Championship 8th","Germany",1908,2,"Tarrasch, Siegbert","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C66",2794,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
3,"World Championship 8th","Germany",1908,3,"Lasker, Emanuel","Tarrasch, Siegbert","0-1",,,"","","Tarrasch, Siegbert",,"Lasker, Emanuel",,0,"C98",2795,"Lasker, Emanuel","Germany","Germany","Tarrasch, Siegbert"
4,"World Championship 8th","Germany",1908,4,"Tarrasch, Siegbert","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C66",2796,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
5,"World Championship 8th","Germany",1908,5,"Lasker, Emanuel","Tarrasch, Siegbert","1-0",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C98",2797,"Lasker, Emanuel","Germany","Germany","Tarrasch, Siegbert"
7,"World Championship 8th","Germany",1908,7,"Lasker, Emanuel","Tarrasch, Siegbert","1-0",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C15",2799,"Lasker, Emanuel","Germany","Germany","Tarrasch, Siegbert"
10,"World Championship 8th","Germany",1908,10,"Tarrasch, Siegbert","Lasker, Emanuel","1-0",,,"","","Tarrasch, Siegbert",,"Lasker, Emanuel",,0,"C67",2802,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
11,"World Championship 8th","Germany",1908,11,"Lasker, Emanuel","Tarrasch, Siegbert","1-0",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C12",2803,"Lasker, Emanuel","Germany","Germany","Tarrasch, Siegbert"
12,"World Championship 8th","Germany",1908,12,"Tarrasch, Siegbert","Lasker, Emanuel","1-0",,,"","","Tarrasch, Siegbert",,"Lasker, Emanuel",,0,"C49",2804,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
13,"World Championship 8th","Germany",1908,13,"Lasker, Emanuel","Tarrasch, Siegbert","1-0",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"D40",2805,"Lasker, Emanuel","Germany","Germany","Tarrasch, Siegbert"
16,"World Championship 8th","Germany",1908,16,"Tarrasch, Siegbert","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Tarrasch, Siegbert",,0,"C49",2808,"Tarrasch, Siegbert","Germany","Germany","Lasker, Emanuel"
2,"World Championship 9th","Paris",1909,2,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C49",2784,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
3,"World Championship 9th","Paris",1909,3,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C68",2785,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
4,"World Championship 9th","Paris",1909,4,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C49",2786,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
5,"World Championship 9th","Paris",1909,5,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C68",2787,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
6,"World Championship 9th","Paris",1909,6,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","1-0",,,"","","Janowsky, Dawid Markelowicz",,"Lasker, Emanuel",,0,"C66",2788,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
7,"World Championship 9th","Paris",1909,7,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C87",2789,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
9,"World Championship 9th","Paris",1909,9,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C87",2791,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
10,"World Championship 9th","Paris",1909,10,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"B34",2792,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
1,"World Championship 11th","Berlin",1910,1,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"D32",2772,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
4,"World Championship 11th","Berlin",1910,4,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"D27",2775,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
5,"World Championship 10th","GER/AUT",1910,5,"Schlechter, Carl","Lasker, Emanuel","1-0",,,"","","Schlechter, Carl",,"Lasker, Emanuel",,0,"C66",2766,"Schlechter, Carl","Austria","Germany","Lasker, Emanuel"
5,"World Championship 11th","Berlin",1910,5,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"D32",2776,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
7,"World Championship 11th","Berlin",1910,7,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"D32",2778,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
8,"World Championship 11th","Berlin",1910,8,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"D40",2779,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
9,"World Championship 11th","Berlin",1910,9,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C79",2780,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
10,"World Championship 11th","Berlin",1910,10,"Janowsky, Dawid Markelowicz","Lasker, Emanuel","0-1",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"B07",2781,"Janowsky, Dawid","Poland","Germany","Lasker, Emanuel"
10,"World Championship 10th","GER/AUT",1910,10,"Lasker, Emanuel","Schlechter, Carl","1-0",,,"","","Lasker, Emanuel",,"Schlechter, Carl",,0,"D94",2771,"Lasker, Emanuel","Germany","Austria-Hungary/Austria","Schlechter, Carl"
11,"World Championship 11th","Berlin",1910,11,"Lasker, Emanuel","Janowsky, Dawid Markelowicz","1-0",,,"","","Lasker, Emanuel",,"Janowsky, Dawid Markelowicz",,0,"C30",2782,"Lasker, Emanuel","Germany","Poland","Janowsky, Dawid Markelowicz"
5,"World Championship 12th","Havana",1921,5,"Capablanca, Jose Raul","Lasker, Emanuel","1-0",,,"","","Capablanca, Jose Raul",,"Lasker, Emanuel",,0,"D63",2752,"Capablanca, Jose","Cuba","Germany","Lasker, Emanuel"
10,"World Championship 12th","Havana",1921,10,"Lasker, Emanuel","Capablanca, Jose Raul","0-1",,,"","","Capablanca, Jose Raul",,"Lasker, Emanuel",,0,"D61",2757,"Lasker, Emanuel","Germany","Cuba","Capablanca, Jose Raul"
11,"World Championship 12th","Havana",1921,11,"Capablanca, Jose Raul","Lasker, Emanuel","1-0",,,"","","Capablanca, Jose Raul",,"Lasker, Emanuel",,0,"D64",2758,"Capablanca, Jose","Cuba","Germany","Lasker, Emanuel"
14,"World Championship 12th","Havana",1921,14,"Lasker, Emanuel","Capablanca, Jose Raul","0-1",,,"","","Capablanca, Jose Raul",,"Lasker, Emanuel",,0,"C66",2761,"Lasker, Emanuel","Germany","Cuba","Capablanca, Jose Raul"
2,"World Championship 18th","NLD/URS",1948,1,"Euwe, Max","Keres, Paul","0-1",,,"","","Keres, Paul",,"Euwe, Max",,0,"C75",2559,"Euwe, Max","Netherlands","Estonia","Keres, Paul"
6,"World Championship 18th","NLD/URS",1948,3,"Reshevsky, Samuel Herman","Keres, Paul","1-0",,,"","","Reshevsky, Samuel Herman",,"Keres, Paul",,0,"A15",2563,"Reshevsky, Samuel","United States","Estonia","Keres, Paul"
11,"World Championship 18th","NLD/URS",1948,5,"Reshevsky, Samuel Herman","Euwe, Max","1-0",,,"","","Reshevsky, Samuel Herman",,"Euwe, Max",,0,"D46",2568,"Reshevsky, Samuel","United States","Netherlands","Euwe, Max"
22,"World Championship 18th","NLD/URS",1948,11,"Euwe, Max","Keres, Paul","0-1",,,"","","Keres, Paul",,"Euwe, Max",,0,"C74",2579,"Euwe, Max","Netherlands","Estonia","Keres, Paul"
26,"World Championship 18th","NLD/URS",1948,13,"Reshevsky, Samuel Herman","Keres, Paul","0-1",,,"","","Keres, Paul",,"Reshevsky, Samuel Herman",,0,"D45",2583,"Reshevsky, Samuel","United States","Estonia","Keres, Paul"
32,"World Championship 18th","NLD/URS",1948,16,"Keres, Paul","Euwe, Max","1-0",,,"","","Keres, Paul",,"Euwe, Max",,0,"C81",2589,"Keres, Paul","Estonia","Netherlands","Euwe, Max"
35,"World Championship 18th","NLD/URS",1948,18,"Keres, Paul","Reshevsky, Samuel Herman","0-1",,,"","","Reshevsky, Samuel Herman",,"Keres, Paul",,0,"C81",2592,"Keres, Paul","Estonia","United States","Reshevsky, Samuel Herman"
39,"World Championship 18th","NLD/URS",1948,20,"Euwe, Max","Reshevsky, Samuel Herman","0-1",,,"","","Reshevsky, Samuel Herman",,"Euwe, Max",,0,"E33",2596,"Euwe, Max","Netherlands","United States","Reshevsky, Samuel Herman"
42,"World Championship 18th","NLD/URS",1948,21,"Euwe, Max","Keres, Paul","0-1",,,"","","Keres, Paul",,"Euwe, Max",,0,"E32",2599,"Euwe, Max","Netherlands","Estonia","Keres, Paul"
49,"World Championship 18th","NLD/URS",1948,25,"Reshevsky, Samuel Herman","Euwe, Max","1-0",,,"","","Reshevsky, Samuel Herman",,"Euwe, Max",,0,"D40",2606,"Reshevsky, Samuel","United States","Netherlands","Euwe, Max"
1,"World Championship 2nd","Havana",1889,1,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2902,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
3,"World Championship 2nd","Havana",1889,3,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C62",2904,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
5,"World Championship 2nd","Havana",1889,5,"Chigorin, Mikhail","Steinitz, William","0-1",,,"","","Steinitz, William",,"Chigorin, Mikhail",,0,"C52",2906,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
7,"World Championship 2nd","Havana",1889,7,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2908,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
9,"World Championship 2nd","Havana",1889,9,"Chigorin, Mikhail","Steinitz, William","0-1",,,"","","Steinitz, William",,"Chigorin, Mikhail",,0,"C52",2910,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
11,"World Championship 2nd","Havana",1889,11,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2912,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
13,"World Championship 2nd","Havana",1889,13,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2914,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
15,"World Championship 2nd","Havana",1889,15,"Chigorin, Mikhail","Steinitz, William","0-1",,,"","","Steinitz, William",,"Chigorin, Mikhail",,0,"C52",2916,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
1,"World Championship 4th","Havana",1892,1,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2860,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
7,"World Championship 4th","Havana",1892,7,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2866,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
11,"World Championship 4th","Havana",1892,11,"Chigorin, Mikhail","Steinitz, William","0-1",,,"","","Steinitz, William",,"Chigorin, Mikhail",,0,"C62",2870,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
13,"World Championship 4th","Havana",1892,13,"Chigorin, Mikhail","Steinitz, William","0-1",,,"","","Steinitz, William",,"Chigorin, Mikhail",,0,"C52",2872,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
15,"World Championship 4th","Havana",1892,15,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2874,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
17,"World Championship 4th","Havana",1892,17,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C52",2876,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
19,"World Championship 4th","Havana",1892,19,"Chigorin, Mikhail","Steinitz, William","1-0",,,"","","Chigorin, Mikhail",,"Steinitz, William",,0,"C45",2878,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
23,"World Championship 4th","Havana",1892,23,"Chigorin, Mikhail","Steinitz, William","0-1",,,"","","Steinitz, William",,"Chigorin, Mikhail",,0,"C34",2882,"Chigorin, Mikhail","Russia","Austria/Austria-Hungary","Steinitz, William"
12,"World Championship 13th","Buenos Aires",1927,12,"Alekhine, Alexander","Capablanca, Jose Raul","1-0",,,"","","Alekhine, Alexander",,"Capablanca, Jose Raul",,0,"D64",2725,"Alekhine, Alexander","Russia","Cuba","Capablanca, Jose Raul"
32,"World Championship 13th","Buenos Aires",1927,32,"Alekhine, Alexander","Capablanca, Jose Raul","1-0",,,"","","Alekhine, Alexander",,"Capablanca, Jose Raul",,0,"D35",2745,"Alekhine, Alexander","Russia","Cuba","Capablanca, Jose Raul"
34,"World Championship 13th","Buenos Aires",1927,34,"Alekhine, Alexander","Capablanca, Jose Raul","1-0",,,"","","Alekhine, Alexander",,"Capablanca, Jose Raul",,0,"D51",2747,"Alekhine, Alexander","Russia","Cuba","Capablanca, Jose Raul"
1,"World Championship 16th","NLD",1935,1,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"D17",2633,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
3,"World Championship 16th","NLD",1935,3,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"C15",2635,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
7,"World Championship 16th","NLD",1935,7,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"C15",2639,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
9,"World Championship 16th","NLD",1935,9,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"C15",2641,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
19,"World Championship 16th","NLD",1935,19,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"D16",2651,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
21,"World Championship 16th","NLD",1935,21,"Alekhine, Alexander","Euwe, Max","0-1",,,"","","Euwe, Max",,"Alekhine, Alexander",,0,"D17",2653,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
25,"World Championship 16th","NLD",1935,25,"Alekhine, Alexander","Euwe, Max","0-1",,,"","","Euwe, Max",,"Alekhine, Alexander",,0,"D52",2657,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
27,"World Championship 16th","NLD",1935,27,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"C27",2659,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
2,"World Championship 17th","NLD",1937,2,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"D17",2609,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
6,"World Championship 17th","NLD",1937,6,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"D10",2613,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
8,"World Championship 17th","NLD",1937,8,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"E34",2615,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
10,"World Championship 17th","NLD",1937,10,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"E34",2617,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
14,"World Championship 17th","NLD",1937,14,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"E02",2621,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
22,"World Championship 17th","NLD",1937,22,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"A09",2629,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
24,"World Championship 17th","NLD",1937,24,"Alekhine, Alexander","Euwe, Max","1-0",,,"","","Alekhine, Alexander",,"Euwe, Max",,0,"D41",2631,"Alekhine, Alexander","Russia","Netherlands","Euwe, Max"
5,"World Championship 18th","NLD/URS",1948,2,"Botvinnik, Mikhail","Euwe, Max","1-0",,,"","","Botvinnik, Mikhail",,"Euwe, Max",,0,"D46",2562,"Botvinnik, Mikhail","Russia","Netherlands","Euwe, Max"
9,"World Championship 18th","NLD/URS",1948,4,"Botvinnik, Mikhail","Reshevsky, Samuel Herman","1-0",,,"","","Botvinnik, Mikhail",,"Reshevsky, Samuel Herman",,0,"E51",2566,"Botvinnik, Mikhail","Russia","United States","Reshevsky, Samuel Herman"
15,"World Championship 18th","NLD/URS",1948,7,"Smyslov, Vassily","Keres, Paul","0-1",,,"","","Keres, Paul",,"Smyslov, Vassily",,0,"E02",2572,"Smyslov, Vassily","Russia","Estonia","Keres, Paul"
19,"World Championship 18th","NLD/URS",1948,9,"Smyslov, Vassily","Euwe, Max","1-0",,,"","","Smyslov, Vassily",,"Euwe, Max",,0,"C90",2576,"Smyslov, Vassily","Russia","Netherlands","Euwe, Max"
20,"World Championship 18th","NLD/URS",1948,10,"Botvinnik, Mikhail","Keres, Paul","1-0",,,"","","Botvinnik, Mikhail",,"Keres, Paul",,0,"E28",2577,"Botvinnik, Mikhail","Russia","Estonia","Keres, Paul"
1,"World Championship 18th","NLD/URS",1948,11,"Smyslov, Vassily","Reshevsky, Samuel Herman","1-0",,,"","","Smyslov, Vassily",,"Reshevsky, Samuel Herman",,0,"C75",2558,"Smyslov, Vassily","Russia","United States","Reshevsky, Samuel Herman"
24,"World Championship 18th","NLD/URS",1948,12,"Botvinnik, Mikhail","Euwe, Max","1-0",,,"","","Botvinnik, Mikhail",,"Euwe, Max",,0,"D49",2581,"Botvinnik, Mikhail","Russia","Netherlands","Euwe, Max"
28,"World Championship 18th","NLD/URS",1948,14,"Botvinnik, Mikhail","Reshevsky, Samuel Herman","0-1",,,"","","Reshevsky, Samuel Herman",,"Botvinnik, Mikhail",,0,"E29",2585,"Botvinnik, Mikhail","Russia","United States","Reshevsky, Samuel Herman"
34,"World Championship 18th","NLD/URS",1948,17,"Smyslov, Vassily","Keres, Paul","1-0",,,"","","Smyslov, Vassily",,"Keres, Paul",,0,"D36",2591,"Smyslov, Vassily","Russia","Estonia","Keres, Paul"
37,"World Championship 18th","NLD/URS",1948,19,"Smyslov, Vassily","Euwe, Max","1-0",,,"","","Smyslov, Vassily",,"Euwe, Max",,0,"C81",2594,"Smyslov, Vassily","Russia","Netherlands","Euwe, Max"
40,"World Championship 18th","NLD/URS",1948,20,"Botvinnik, Mikhail","Keres, Paul","1-0",,,"","","Botvinnik, Mikhail",,"Keres, Paul",,0,"D06",2597,"Botvinnik, Mikhail","Russia","Estonia","Keres, Paul"
48,"World Championship 18th","NLD/URS",1948,24,"Botvinnik, Mikhail","Reshevsky, Samuel Herman","1-0",,,"","","Botvinnik, Mikhail",,"Reshevsky, Samuel Herman",,0,"C49",2605,"Botvinnik, Mikhail","Russia","United States","Reshevsky, Samuel Herman"
5,"World Championship 19th","Moscow",1951,5,"Botvinnik, Mikhail","Bronstein, David I","0-1",,,"","","Bronstein, David I",,"Botvinnik, Mikhail",,0,"E43",2538,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
7,"World Championship 19th","Moscow",1951,7,"Botvinnik, Mikhail","Bronstein, David I","1-0",,,"","","Botvinnik, Mikhail",,"Bronstein, David I",,0,"A94",2540,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
11,"World Championship 19th","Moscow",1951,11,"Botvinnik, Mikhail","Bronstein, David I","0-1",,,"","","Bronstein, David I",,"Botvinnik, Mikhail",,0,"E17",2544,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
17,"World Championship 19th","Moscow",1951,17,"Botvinnik, Mikhail","Bronstein, David I","0-1",,,"","","Bronstein, David I",,"Botvinnik, Mikhail",,0,"E45",2550,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
19,"World Championship 19th","Moscow",1951,19,"Botvinnik, Mikhail","Bronstein, David I","1-0",,,"","","Botvinnik, Mikhail",,"Bronstein, David I",,0,"D74",2552,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
21,"World Championship 19th","Moscow",1951,21,"Botvinnik, Mikhail","Bronstein, David I","0-1",,,"","","Bronstein, David I",,"Botvinnik, Mikhail",,0,"E69",2554,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
23,"World Championship 19th","Moscow",1951,23,"Botvinnik, Mikhail","Bronstein, David I","1-0",,,"","","Botvinnik, Mikhail",,"Bronstein, David I",,0,"D71",2556,"Botvinnik, Mikhail","Russia","Ukraine","Bronstein, David I"
6,"World Championship 23th","Moscow",1960,6,"Botvinnik, Mikhail","Tal, Mihail","0-1",,,"","","Tal, Mihail",,"Botvinnik, Mikhail",,0,"E69",2449,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
8,"World Championship 23th","Moscow",1960,8,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"A60",2451,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
1,"World Championship 24th","Moscow",1961,1,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"E51",2423,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
3,"World Championship 24th","Moscow",1961,3,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"E51",2425,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
7,"World Championship 24th","Moscow",1961,7,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"E24",2429,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
9,"World Championship 24th","Moscow",1961,9,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"A23",2431,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
11,"World Championship 24th","Moscow",1961,11,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"D14",2433,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
13,"World Championship 24th","Moscow",1961,13,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"E85",2435,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
15,"World Championship 24th","Moscow",1961,15,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"E81",2437,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
17,"World Championship 24th","Moscow",1961,17,"Botvinnik, Mikhail","Tal, Mihail","0-1",,,"","","Tal, Mihail",,"Botvinnik, Mikhail",,0,"E81",2439,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
19,"World Championship 24th","Moscow",1961,19,"Botvinnik, Mikhail","Tal, Mihail","0-1",,,"","","Tal, Mihail",,"Botvinnik, Mikhail",,0,"E81",2441,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
21,"World Championship 24th","Moscow",1961,21,"Botvinnik, Mikhail","Tal, Mihail","1-0",,,"","","Botvinnik, Mikhail",,"Tal, Mihail",,0,"E87",2443,"Botvinnik, Mikhail","Russia","Latvia","Tal, Mihail"
14,"World Championship 25th","Moscow",1963,14,"Botvinnik, Mikhail","Petrosian, Tigran V","1-0",,,"","","Botvinnik, Mikhail",,"Petrosian, Tigran V",,0,"D31",2414,"Botvinnik, Mikhail","Russia","Armenia","Petrosian, Tigran V"
18,"World Championship 25th","Moscow",1963,18,"Botvinnik, Mikhail","Petrosian, Tigran V","0-1",,,"","","Petrosian, Tigran V",,"Botvinnik, Mikhail",,0,"D31",2418,"Botvinnik, Mikhail","Russia","Armenia","Petrosian, Tigran V"
7,"World Championship 26th","Moscow",1966,7,"Spassky, Boris V","Petrosian, Tigran V","0-1",,,"","","Petrosian, Tigran V",,"Spassky, Boris V",,0,"D03",2383,"Spassky, Boris","Russia","Armenia","Petrosian, Tigran V"
13,"World Championship 26th","Moscow",1966,13,"Spassky, Boris V","Petrosian, Tigran V","1-0",,,"","","Spassky, Boris V",,"Petrosian, Tigran V",,0,"B19",2389,"Spassky, Boris","Russia","Armenia","Petrosian, Tigran V"
